frame_idx,module_a,module_b,module_c,module_d,total
871,0.000266122,0.013006402,0.008994317,0.207455686,0.229767681
872,0.000263082,0.015331288,0.008639200,0.206941971,0.231210966
873,0.000259530,0.017117114,0.008711715,0.206787982,0.232908021
874,0.000255850,0.025406157,0.008599390,0.206619272,0.240913022
875,0.000259945,0.023552840,0.009231350,0.206403135,0.239479688
876,0.000256041,0.035687370,0.008742084,0.207721937,0.252439401
877,0.000269770,0.031409516,0.008828615,0.207769426,0.248311152
878,0.000361486,0.015772201,0.009193044,0.209354124,0.234716473
879,0.000352749,0.046349077,0.008929067,0.207208093,0.262873932
880,0.000259498,0.011318948,0.008702466,0.207734513,0.228047617
881,0.000262538,0.021052524,0.008791557,0.208025147,0.238162776
882,0.000269258,0.020505816,0.008818503,0.209524595,0.239153756
883,0.000251561,0.054387519,0.008832711,0.209091811,0.272596212
884,0.000274538,0.026642587,0.008886825,0.209759900,0.245598763
885,0.000268810,0.010919701,0.008758084,0.209709305,0.229688030
886,0.000270250,0.021730341,0.008747941,0.211896619,0.242678495
887,0.000263658,0.010248316,0.008687426,0.209477777,0.228708314
888,0.000280586,0.022073042,0.008788005,0.209107907,0.240284007
889,0.000266793,0.020795778,0.008785638,0.210663197,0.240546641
890,0.000261354,0.035434369,0.008732964,0.209647608,0.254106471
891,0.000262826,0.029901108,0.008744740,0.210272174,0.249213426
892,0.000263882,0.015303479,0.008780069,0.210479574,0.234861469
893,0.000263722,0.025356588,0.008962764,0.210156971,0.244773837
894,0.000267338,0.014759875,0.008721092,0.211246163,0.235027300
895,0.000261098,0.024152799,0.008637120,0.212862766,0.245979674
896,0.000263177,0.018266021,0.008691618,0.211637345,0.238891603
897,0.000267786,0.024924795,0.008807431,0.212443199,0.246478156
898,0.000270058,0.035856560,0.008768196,0.212415134,0.257346815
899,0.000268042,0.028863758,0.008708771,0.213254013,0.251128024
900,0.000261513,0.015957039,0.008843304,0.211664898,0.236759684
901,0.000260970,0.025617557,0.008876680,0.212448063,0.247236136
902,0.000267882,0.026441076,0.008758021,0.212119091,0.247617814
903,0.000257642,0.026652572,0.008794470,0.212434207,0.248171563
904,0.000269322,0.014634142,0.009016558,0.212315610,0.236270258
905,0.000264714,0.032411633,0.008788582,0.212558403,0.254055557
906,0.000266890,0.012309288,0.008840263,0.212817933,0.234270216
